ссылка,комнаты,площадь,этаж,цена в месяц,залог,комиссия,ЖКУ и счетчики,адрес,станция метро,шаговая доступность,ссылка на агенство,агенство,количество завершенных сделок ,реквизиты статус
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_814_et._3799329355,1-к. квартира,35 м²,8/14 эт.,30 000  , 30 000 ,100%,ЖКУ включены без счетчиков,"ул. Степана Шутова, 6к1",Жулебино,от 31 мин.,https://www.avito.ru/user/9c8c7470336174b4cca1402f0ec2ff59/profile?src=search_seller_info,EMPIRE HOME,5215,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_41_m_35_et._3885887321,2-к. квартира,41 м²,3/5 эт.,48 000  , 48 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Берёзовая аллея, 14",Отрадное,16–20 мин.,https://www.avito.ru/user/373628e4ff4f4c373ce308f030a67dc5/profile?src=search_seller_info,Квадраты Москвы,5703,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_516_et._4041835946,2-к. квартира,60 м²,5/16 эт.,75 000  , 75 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"ул. Маршала Тухачевского, 32к2",Октябрьское поле,21–30 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_432_m_55_et._3824905685,2-к. квартира,"43,2 м²",5/5 эт.,50 000  , 50 000 ,0%,ЖКУ включены без счетчиков,"3-й Павелецкий пр., 7к2",Тульская,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_316_et._3837013736,1-к. квартира,38 м²,3/16 эт.,45 000  , 45 000 ,100%,ЖКУ включены без счетчиков,"Матвеевская ул., 7",Аминьевская,11–15 мин.,https://www.avito.ru/user/c959426b74875cd16e1c02a0dd647360/profile?src=search_seller_info,ИНКОМ-Недвижимость,107504,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_394_m_17_et._4178462135,1-к. квартира,"39,4 м²",1/7 эт.,30 000  , 30 000 , 70%,ЖКУ 3 500 ₽ + счетчики,"Суздальская ул., 8к3",Новокосино,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_199_m_427_et._3940036060,Квартира-студия,"19,9 м²",4/27 эт.,55 000  , 55 000 ,0%,ЖКУ включены без счетчиков,"Перовское ш., 2к2",Нижегородская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_125_m_15_et._2422344435,Апартаменты-студия,"12,5 м²",1/5 эт.,30 000  , 15 000 ,0%,ЖКУ включены без счетчиков,"ул. 50 лет Октября, 2к2",Говорово,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_363_m_59_et._3316705385,2-к. квартира,"36,3 м²",5/9 эт.,50 000  , 50 000 , 50%,ЖКУ включены без счетчиков,"ул. Короленко, 1к12",Сокольники,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_27_m_89_et._3687655255,1-к. квартира,27 м²,8/9 эт.,33 000  , 33 000 , 60%,ЖКУ включены без счетчиков,"ул. Молдагуловой, 22к1",Выхино,11–15 мин.,https://www.avito.ru/user/0227dc5a383edbd1f82cdf9a63a93b57/profile?src=search_seller_info,Столичный Проспект,2697,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_58_m_1016_et._2903400660,2-к. квартира,58 м²,10/16 эт.,49 000  , 49 000 , 50%,ЖКУ включены без счетчиков,"ул. Чичерина, 2/9",Бабушкинская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_45_m_2122_et._4041731035,1-к. квартира,45 м²,21/22 эт.,43 000  , 43 000 , 50%,ЖКУ 0 ₽ + счетчики,"Братиславская ул., 23",Братиславская,11–15 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_512_et._3224223022,2-к. квартира,55 м²,5/12 эт.,50 000  , 50 000 , 60%,ЖКУ включены без счетчиков,"Мурановская ул., 11",Алтуфьево,11–15 мин.,https://www.avito.ru/user/ba976b8146701593f5b5f98aaa3131a6/profile?src=search_seller_info,Московский Центр Недвижимости,4254,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_44_m_55_et._3798619722,2-к. квартира,44 м²,5/5 эт.,40 000  , 40 000 , 80%,ЖКУ включены без счетчиков,"Зелёный пр-т, 29к3",Перово,до 5 мин.,https://www.avito.ru/user/9c8c7470336174b4cca1402f0ec2ff59/profile?src=search_seller_info,EMPIRE HOME,5215,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_69_et._2518869744,1-к. квартира,35 м²,6/9 эт.,39 000  , 39 000 , 50%,ЖКУ включены без счетчиков,"пр. Якушкина, 5",Отрадное,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_36_m_3033_et._3924248982,2-к. квартира,36 м²,30/33 эт.,75 000  , 75 000 ,0%,ЖКУ включены без счетчиков,"Озёрная ул., 44",Озёрная,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_56_m_1116_et._913030623,2-к. квартира,56 м²,11/16 эт.,50 000  , 50 000 ,0%,ЖКУ включены без счетчиков,"Волынская ул., 12",Солнцево,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_33_m_39_et._3837111795,1-к. квартира,33 м²,3/9 эт.,30 000  , 30 000 ,100%,ЖКУ включены без счетчиков,"Никитинская ул., 27к3",Локомотив,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_316_et._4042572400,1-к. квартира,40 м²,3/16 эт.,48 000  , 48 000 , 50%,ЖКУ 0 ₽ + счетчики,"ул. Корнейчука, 51",Бибирево,21–30 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_45_m_1214_et._4042536780,1-к. квартира,45 м²,12/14 эт.,55 000  , 55 000 , 50%,ЖКУ 4 000 ₽ + счетчики,"Нагорная ул., 13",Нагорная,11–15 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_56_m_517_et._3807891141,2-к. квартира,56 м²,5/17 эт.,55 000  , 55 000 ,0%,ЖКУ 1 000 ₽ + счетчики,"Совхозная ул., 49",Люблино,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_68_m_1014_et._3317593240,3-к. квартира,68 м²,10/14 эт.,48 000  , 48 000 , 70%,Все ЖКУ включены,"Суздальская ул., 40к2",Новокосино,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_217_et._3467255356,Квартира-студия,18 м²,2/17 эт.,45 000  , 45 000 ,0%,ЖКУ включены без счетчиков,"Берёзовая аллея, 19к4",Ботанический сад,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_33_m_79_et._3837861622,1-к. квартира,33 м²,7/9 эт.,40 000  , 40 000 ,0%,ЖКУ включены без счетчиков,"Федоскинская ул., 6",Бабушкинская,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_365_m_914_et._3910278076,1-к. квартира,"36,5 м²",9/14 эт.,50 000  , 50 000 ,0%,ЖКУ включены без счетчиков,"Долгопрудная аллея, 15к4",Физтех,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_411_m_18_et._2406608348,2-к. квартира,"41,1 м²",1/8 эт.,72 000  , 72 000 ,0%,ЖКУ включены без счетчиков,"Николоямская ул., 43к4",Марксистская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_15_et._4177587220,1-к. квартира,35 м²,1/5 эт.,42 000  ,0,0%,ЖКУ включены без счетчиков,"ул. Металлургов, 17А",Перово,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_365_m_914_et._3910278076,1-к. квартира,"36,5 м²",9/14 эт.,50 000  , 50 000 ,0%,ЖКУ включены без счетчиков,"Долгопрудная аллея, 15к4",Физтех,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_411_m_18_et._2406608348,2-к. квартира,"41,1 м²",1/8 эт.,72 000  , 72 000 ,0%,ЖКУ включены без счетчиков,"Николоямская ул., 43к4",Марксистская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_60_m_3068_et._3192643557,2-к. апартаменты,60 м²,30/68 эт.,160 000  , 160 000 ,0%,Все ЖКУ включены,"1-й Красногвардейский пр., 22с1",Международная,до 5 мин.,https://www.avito.ru/user/4f0f2b415baa20429e6b0558ebc6f9a8/profile?src=search_seller_info,"Аренда, продажа от собственников.",2973,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_15_et._4177587220,1-к. квартира,35 м²,1/5 эт.,42 000  ,0,0%,ЖКУ включены без счетчиков,"ул. Металлургов, 17А",Перово,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_44_m_914_et._2144578730,1-к. квартира,44 м²,9/14 эт.,35 000  , 35 000 ,100%,ЖКУ включены без счетчиков,"Долгопрудная аллея, 15к3",Физтех,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_617_et._3767384371,2-к. квартира,45 м²,6/17 эт.,45 000  , 45 000 , 80%,ЖКУ включены без счетчиков,"пос. Коммунарка, ул. Александры Монаховой, 84к2",Коммунарка,от 31 мин.,https://www.avito.ru/user/9c8c7470336174b4cca1402f0ec2ff59/profile?src=search_seller_info,EMPIRE HOME,5215,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_10_m_45_et._2555652273,Апартаменты-студия,10 м²,4/5 эт.,30 000  , 30 000 ,0%,ЖКУ включены без счетчиков,"Автомоторная ул., 4Ас21",Лихоборы,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_1216_et._2684138370,1-к. квартира,38 м²,12/16 эт.,30 000  ,0, 50%,ЖКУ 5 ₽ + счетчики,"1-я Мелитопольская ул., 2",Улица Скобелевская,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_318_m_45_et._3892355829,1-к. квартира,"31,8 м²",4/5 эт.,45 000  , 45 000 , 66%,ЖКУ включены без счетчиков,"Кропоткинский пер., 20с1",Парк культуры,6–10 мин.,https://www.avito.ru/user/b941150141f770da7c8f04e7ae0239fe/profile?src=search_seller_info,КБМ,191,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_89_et._2568094926,1-к. квартира,40 м²,8/9 эт.,48 000  ,,,,Залог 48 000 ₽ · Без комиссии · ЖКУ включены без счетчиков,"пр-т Куприна, 24к2",от 31 мин.,,1 день назад,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_45_m_1430_et._4041591016,1-к. квартира,45 м²,14/30 эт.,65 000  , 65 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Ореховый б-р, 24к4",Зябликово,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_716_et._3735444431,1-к. квартира,36 м²,7/16 эт.,40 000  , 40 000 , 80%,ЖКУ включены без счетчиков,"Бакинская ул., 8",Царицыно,11–15 мин.,https://www.avito.ru/user/7c15f44f1e2b1cf99ee4141ed5918d5d/profile?src=search_seller_info,Каскад недвижимость,517,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_1314_et._3923758445,2-к. квартира,45 м²,13/14 эт.,47 000  , 23 500 ,0%,Все ЖКУ включены,"пр. Шокальского, 65к2",Медведково,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_522_m_817_et._3837456350,2-к. квартира,"52,2 м²",8/17 эт.,55 000  , 55 000 ,100%,ЖКУ включены без счетчиков,"ул. Маршала Захарова, 19",Орехово,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_318_m_312_et._3919622484,1-к. квартира,"31,8 м²",3/12 эт.,48 000  , 48 000 , 50%,ЖКУ включены без счетчиков,"Русаковская ул., 27",Сокольники,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_39_m_49_et._4042468323,2-к. квартира,39 м²,4/9 эт.,55 000  , 55 000 ,0%,ЖКУ включены без счетчиков,"Бескудниковский б-р, 28к1",Селигерская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_1117_et._3962319258,1-к. квартира,42 м²,11/17 эт.,39 000  , 39 000 , 65%,ЖКУ включены без счетчиков,"Студёный пр., 12",Медведково,6–10 мин.,,,,
